"","등록번호","조사기관","조사의뢰자","시작일","종료일","국제기준응답률(AAPOR)","URL"
"1",14397,"미디어토마토","뉴스토마토",2025-05-26,2025-05-27,"1.11%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=16289&menuNo=200467&searchTime=1&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"2",14395,"입소스","SBS",2025-05-25,2025-05-27,"5.29%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=16270&menuNo=200467&searchTime=1&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"3",14394,"리서치민","뉴데일리",2025-05-25,2025-05-27,"1.51%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=16286&menuNo=200467&searchTime=1&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"4",14393,"메타보이스","JTBC",2025-05-26,2025-05-27,"3.91%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=16285&menuNo=200467&searchTime=1&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"5",14392,"조원씨앤아이","스트레이트뉴스",2025-05-27,2025-05-27,"1.32%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=16284&menuNo=200467&searchTime=1&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"6",14390,"리서치뷰","KPI뉴스",2025-05-26,2025-05-27,"1.27%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=16282&menuNo=200467&searchTime=1&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"7",14389,"코리아리서치인터내셔널","MBC",2025-05-26,2025-05-27,"5.16%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=16281&menuNo=200467&searchTime=1&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"8",14388,"메타보이스","오마이뉴스",2025-05-26,2025-05-27,"1.74%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=16280&menuNo=200467&searchTime=1&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"9",14387,"한길리서치","폴리뉴스",2025-05-27,2025-05-27,"2.83%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=16279&menuNo=200467&searchTime=1&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
"10",14386,"KOPRA","아시아투데이",2025-05-27,2025-05-27,"2.24%","https://nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=16275&menuNo=200467&searchTime=1&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1"
